Tags,GO ID,GO Name,GO Category,Size,ES,NES,Nominal p-val,FDR q-val,FWER p-val,Rank at Max,Leading Edge
[],GO:0031342,negative regulation of cell killing,BIOLOGICAL_PROCESS,5,0.6122995,1.7148759,0.02296451,0.32145554,1,149,"tags=100%, list=39%, signal=163%"
[],GO:0001911,negative regulation of leukocyte mediated cytotoxicity,BIOLOGICAL_PROCESS,5,0.6122995,1.7121135,0.016129032,0.32554147,1,149,"tags=100%, list=39%, signal=163%"
[],GO:0061387,regulation of extent of cell growth,BIOLOGICAL_PROCESS,9,0.46636638,1.7118363,0.019011406,0.3239768,1,37,"tags=56%, list=10%, signal=60%"
[],GO:0003338,metanephros morphogenesis,BIOLOGICAL_PROCESS,3,0.75797874,1.7099353,0.025157232,0.32565317,1,93,"tags=100%, list=25%, signal=131%"
[],GO:0042752,regulation of circadian rhythm,BIOLOGICAL_PROCESS,9,0.47177178,1.7079229,0.035019454,0.32777104,1,35,"tags=56%, list=9%, signal=60%"
[],GO:0042129,regulation of T cell proliferation,BIOLOGICAL_PROCESS,2,0.90716183,1.7074625,0.019880716,0.32669464,1,36,"tags=100%, list=9%, signal=110%"
[],GO:0007311,"maternal specification of dorsal/ventral axis, oocyte, germ-line encoded",BIOLOGICAL_PROCESS,2,0.9230769,1.7059405,0.015873017,0.32797667,1,30,"tags=100%, list=8%, signal=108%"
[],GO:0098581,detection of external biotic stimulus,BIOLOGICAL_PROCESS,11,0.43354744,1.7044404,0.025145067,0.32913256,1,184,"tags=91%, list=49%, signal=172%"
[],GO:0008277,regulation of G protein-coupled receptor signaling pathway,BIOLOGICAL_PROCESS,15,0.37747255,1.7043452,0.03,0.32724792,1,89,"tags=60%, list=23%, signal=75%"
[],GO:0010977,negative regulation of neuron projection development,BIOLOGICAL_PROCESS,21,0.32349032,1.7034452,0.018832391,0.32709575,1,190,"tags=81%, list=50%, signal=153%"
[],GO:0072273,metanephric nephron morphogenesis,BIOLOGICAL_PROCESS,3,0.75797874,1.7030436,0.017307693,0.32592088,1,93,"tags=100%, list=25%, signal=131%"
[],GO:2000758,positive regulation of peptidyl-lysine acetylation,BIOLOGICAL_PROCESS,2,0.9177719,1.7011032,0.017928287,0.3283788,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0060982,coronary artery morphogenesis,BIOLOGICAL_PROCESS,2,0.9045093,1.7004901,0.015209125,0.32775006,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0034392,negative regulation of smooth muscle cell apoptotic process,BIOLOGICAL_PROCESS,2,0.9177719,1.7002934,0.013333334,0.32629701,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0001836,release of cytochrome c from mitochondria,BIOLOGICAL_PROCESS,2,0.9177719,1.6996716,0.017928287,0.325638,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0090240,positive regulation of histone H4 acetylation,BIOLOGICAL_PROCESS,2,0.9177719,1.6981207,0.012422361,0.32704514,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0002716,negative regulation of natural killer cell mediated immunity,BIOLOGICAL_PROCESS,5,0.6122995,1.6974349,0.025590552,0.32670057,1,149,"tags=100%, list=39%, signal=163%"
[],GO:0034260,negative regulation of GTPase activity,BIOLOGICAL_PROCESS,2,0.9177719,1.696111,0.005882353,0.32736364,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0035051,cardiocyte differentiation,BIOLOGICAL_PROCESS,9,0.46996996,1.6946865,0.033898305,0.32841542,1,162,"tags=89%, list=43%, signal=152%"
[],GO:0046486,glycerolipid metabolic process,BIOLOGICAL_PROCESS,29,0.27270937,1.6942669,0.024291499,0.327355,1,178,"tags=72%, list=47%, signal=126%"
[],GO:0001562,response to protozoan,BIOLOGICAL_PROCESS,2,0.9230769,1.6940984,0.016,0.32573947,1,30,"tags=100%, list=8%, signal=108%"
[],GO:0014911,positive regulation of smooth muscle cell migration,BIOLOGICAL_PROCESS,3,0.76861703,1.6934729,0.028282829,0.32529685,1,89,"tags=100%, list=23%, signal=130%"
[],GO:0090239,regulation of histone H4 acetylation,BIOLOGICAL_PROCESS,2,0.9177719,1.6931871,0.010245902,0.32397893,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0043901,negative regulation of multi-organism process,BIOLOGICAL_PROCESS,15,0.36575094,1.6928747,0.03359684,0.3229742,1,68,"tags=53%, list=18%, signal=62%"
[],GO:0050918,positive chemotaxis,BIOLOGICAL_PROCESS,2,0.9045093,1.6913713,0.029354207,0.32424587,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0002031,G protein-coupled receptor internalization,BIOLOGICAL_PROCESS,2,0.9177719,1.690746,0.011173184,0.32367742,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0055088,lipid homeostasis,BIOLOGICAL_PROCESS,18,0.34041247,1.6907086,0.024539877,0.3219412,1,213,"tags=89%, list=56%, signal=193%"
[],GO:0042159,lipoprotein catabolic process,BIOLOGICAL_PROCESS,2,0.9045093,1.6900957,0.021568628,0.3212949,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0042832,defense response to protozoan,BIOLOGICAL_PROCESS,2,0.9230769,1.6880571,0.00625,0.32374895,1,30,"tags=100%, list=8%, signal=108%"
[],GO:1990845,adaptive thermogenesis,BIOLOGICAL_PROCESS,11,0.43354744,1.6880306,0.03164557,0.32202145,1,184,"tags=91%, list=49%, signal=172%"
[],GO:0030521,androgen receptor signaling pathway,BIOLOGICAL_PROCESS,2,0.9177719,1.6878291,0.015748031,0.32055566,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0007190,activation of adenylate cyclase activity,BIOLOGICAL_PROCESS,7,0.5264977,1.6874723,0.025,0.3194542,1,128,"tags=86%, list=34%, signal=127%"
[],GO:0042269,regulation of natural killer cell mediated cytotoxicity,BIOLOGICAL_PROCESS,5,0.6122995,1.687145,0.026052104,0.31833977,1,149,"tags=100%, list=39%, signal=163%"
[],GO:0019835,cytolysis,BIOLOGICAL_PROCESS,6,0.54915106,1.6868876,0.02631579,0.3171495,1,110,"tags=83%, list=29%, signal=116%"
[],GO:0032800,receptor biosynthetic process,BIOLOGICAL_PROCESS,3,0.76063836,1.6863323,0.024070023,0.31656685,1,92,"tags=100%, list=24%, signal=131%"
[],GO:0032692,negative regulation of interleukin-1 production,BIOLOGICAL_PROCESS,13,0.39953765,1.6862367,0.031007752,0.31509453,1,86,"tags=62%, list=23%, signal=77%"
[],GO:0033135,regulation of peptidyl-serine phosphorylation,BIOLOGICAL_PROCESS,2,0.9177719,1.6860052,0.013861386,0.31383017,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0030299,intestinal cholesterol absorption,BIOLOGICAL_PROCESS,6,0.5683646,1.6841353,0.01984127,0.31578296,1,166,"tags=100%, list=44%, signal=175%"
[],GO:0043967,histone H4 acetylation,BIOLOGICAL_PROCESS,2,0.9177719,1.6841204,0.01010101,0.31414193,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0072282,metanephric nephron tubule morphogenesis,BIOLOGICAL_PROCESS,3,0.75797874,1.683739,0.026476579,0.31330338,1,93,"tags=100%, list=25%, signal=131%"
[],GO:0048008,platelet-derived growth factor receptor signaling pathway,BIOLOGICAL_PROCESS,7,0.5264977,1.6832701,0.04,0.31263795,1,128,"tags=86%, list=34%, signal=127%"
[],GO:0060191,regulation of lipase activity,BIOLOGICAL_PROCESS,15,0.36245424,1.6824877,0.034343433,0.31261176,1,145,"tags=73%, list=38%, signal=114%"
[],GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,BIOLOGICAL_PROCESS,5,0.6122995,1.6821617,0.036893204,0.31160906,1,149,"tags=100%, list=39%, signal=163%"
[],GO:1990000,amyloid fibril formation,BIOLOGICAL_PROCESS,2,0.9045093,1.6819677,0.022540983,0.31035936,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0032225,"regulation of synaptic transmission, dopaminergic",BIOLOGICAL_PROCESS,2,0.9177719,1.6814941,0.011627907,0.30993995,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0140058,neuron projection arborization,BIOLOGICAL_PROCESS,2,0.9045093,1.6813558,0.021153847,0.30867544,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0006805,xenobiotic metabolic process,BIOLOGICAL_PROCESS,18,0.34010467,1.6765301,0.02584493,0.31679,1,171,"tags=78%, list=45%, signal=135%"
[],GO:0009620,response to fungus,BIOLOGICAL_PROCESS,26,0.29331014,1.6762494,0.035789475,0.31573185,1,187,"tags=77%, list=49%, signal=141%"
[],GO:0060828,regulation of canonical Wnt signaling pathway,BIOLOGICAL_PROCESS,15,0.36245424,1.6744279,0.036538463,0.31792772,1,145,"tags=73%, list=38%, signal=114%"
[],GO:0002700,regulation of production of molecular mediator of immune response,BIOLOGICAL_PROCESS,19,0.32777777,1.673365,0.031120332,0.31844157,1,260,"tags=100%, list=69%, signal=303%"
[],GO:0034138,toll-like receptor 3 signaling pathway,BIOLOGICAL_PROCESS,2,0.90716183,1.6715337,0.01934236,0.32052517,1,36,"tags=100%, list=9%, signal=110%"
[],GO:0035066,positive regulation of histone acetylation,BIOLOGICAL_PROCESS,2,0.9177719,1.6714976,0.016544119,0.3190283,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0046701,insecticide catabolic process,BIOLOGICAL_PROCESS,6,0.5549598,1.6704055,0.024742268,0.31958693,1,171,"tags=100%, list=45%, signal=179%"
[],GO:0072173,metanephric tubule morphogenesis,BIOLOGICAL_PROCESS,3,0.75797874,1.6703037,0.021825397,0.31822804,1,93,"tags=100%, list=25%, signal=131%"
[],GO:0002707,negative regulation of lymphocyte mediated immunity,BIOLOGICAL_PROCESS,5,0.6122995,1.6699665,0.0392562,0.31739143,1,149,"tags=100%, list=39%, signal=163%"
[],GO:1902991,regulation of amyloid precursor protein catabolic process,BIOLOGICAL_PROCESS,4,0.6566667,1.6688715,0.025052192,0.31789345,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0030516,regulation of axon extension,BIOLOGICAL_PROCESS,9,0.46636638,1.6678855,0.038297873,0.31815985,1,37,"tags=56%, list=10%, signal=60%"
[],GO:0050975,sensory perception of touch,BIOLOGICAL_PROCESS,2,0.9177719,1.6647303,0.020325202,0.3233555,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0034393,positive regulation of smooth muscle cell apoptotic process,BIOLOGICAL_PROCESS,2,0.9177719,1.6647034,0.018255578,0.32184517,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0002704,negative regulation of leukocyte mediated immunity,BIOLOGICAL_PROCESS,5,0.6122995,1.6637955,0.021484375,0.321927,1,149,"tags=100%, list=39%, signal=163%"
[],GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,BIOLOGICAL_PROCESS,16,0.34762397,1.6629751,0.03245436,0.32197875,1,86,"tags=56%, list=23%, signal=70%"
[],GO:0098754,detoxification,BIOLOGICAL_PROCESS,14,0.36947164,1.6621495,0.023904383,0.3223701,1,189,"tags=86%, list=50%, signal=165%"
[],GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,BIOLOGICAL_PROCESS,4,0.6566667,1.6596119,0.02457467,0.32593745,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0046006,regulation of activated T cell proliferation,BIOLOGICAL_PROCESS,2,0.90716183,1.6596106,0.012244898,0.32443386,1,36,"tags=100%, list=9%, signal=110%"
[],GO:0043542,endothelial cell migration,BIOLOGICAL_PROCESS,14,0.3667319,1.659288,0.02745098,0.32361245,1,190,"tags=86%, list=50%, signal=166%"
[],GO:0071560,cellular response to transforming growth factor beta stimulus,BIOLOGICAL_PROCESS,20,0.31253484,1.6581655,0.037848607,0.3245199,1,190,"tags=80%, list=50%, signal=152%"
[],GO:0050798,activated T cell proliferation,BIOLOGICAL_PROCESS,2,0.90716183,1.6575203,0.016359918,0.32432315,1,36,"tags=100%, list=9%, signal=110%"
[],GO:0009395,phospholipid catabolic process,BIOLOGICAL_PROCESS,6,0.5437891,1.6554618,0.02964427,0.32717088,1,112,"tags=83%, list=30%, signal=116%"
[],GO:0008306,associative learning,BIOLOGICAL_PROCESS,10,0.4311653,1.6554469,0.029069768,0.3257647,1,181,"tags=90%, list=48%, signal=168%"
[],GO:0036010,protein localization to endosome,BIOLOGICAL_PROCESS,2,0.9045093,1.6551428,0.026584867,0.3248921,1,37,"tags=100%, list=10%, signal=110%"
[],GO:1901215,negative regulation of neuron death,BIOLOGICAL_PROCESS,7,0.50192016,1.6547626,0.030947777,0.3240862,1,83,"tags=71%, list=22%, signal=90%"
[],GO:0090197,positive regulation of chemokine secretion,BIOLOGICAL_PROCESS,2,0.9045093,1.6545838,0.01764706,0.32302475,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0034205,amyloid-beta formation,BIOLOGICAL_PROCESS,4,0.6566667,1.6543281,0.03960396,0.3221709,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0090196,regulation of chemokine secretion,BIOLOGICAL_PROCESS,2,0.9045093,1.6535164,0.017857144,0.32231787,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0042699,follicle-stimulating hormone signaling pathway,BIOLOGICAL_PROCESS,2,0.9177719,1.6526647,0.01814516,0.3225556,1,32,"tags=100%, list=8%, signal=109%"
[],GO:1902946,protein localization to early endosome,BIOLOGICAL_PROCESS,2,0.9045093,1.6518584,0.028625954,0.32277018,1,37,"tags=100%, list=10%, signal=110%"
[],GO:1903322,positive regulation of protein modification by small protein conjugation or removal,BIOLOGICAL_PROCESS,4,0.6673333,1.6449298,0.026422765,0.33562875,1,33,"tags=75%, list=9%, signal=81%"
[],GO:0022600,digestive system process,BIOLOGICAL_PROCESS,29,0.26472905,1.6419395,0.033797216,0.34021628,1,220,"tags=83%, list=58%, signal=182%"
[],GO:0006884,cell volume homeostasis,BIOLOGICAL_PROCESS,3,0.7207447,1.6415675,0.029354207,0.3395526,1,107,"tags=100%, list=28%, signal=138%"
[],GO:1902003,regulation of amyloid-beta formation,BIOLOGICAL_PROCESS,4,0.6566667,1.641407,0.023255814,0.33844116,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0090195,chemokine secretion,BIOLOGICAL_PROCESS,2,0.9045093,1.6380826,0.015473888,0.34380564,1,37,"tags=100%, list=10%, signal=110%"
[],GO:0048771,tissue remodeling,BIOLOGICAL_PROCESS,14,0.36066538,1.6340299,0.043137256,0.35091624,1,111,"tags=64%, list=29%, signal=88%"
[],GO:0070664,negative regulation of leukocyte proliferation,BIOLOGICAL_PROCESS,2,0.8779841,1.6323558,0.02079002,0.35271794,1,47,"tags=100%, list=12%, signal=114%"
[],GO:0007605,sensory perception of sound,BIOLOGICAL_PROCESS,24,0.28532866,1.6321961,0.044210527,0.35156435,1,103,"tags=54%, list=27%, signal=70%"
[],GO:1902430,negative regulation of amyloid-beta formation,BIOLOGICAL_PROCESS,4,0.6566667,1.6317449,0.03041825,0.35105273,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0001921,positive regulation of receptor recycling,BIOLOGICAL_PROCESS,3,0.72606385,1.631581,0.03868472,0.3499117,1,105,"tags=100%, list=28%, signal=137%"
[],GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,BIOLOGICAL_PROCESS,4,0.6566667,1.6284442,0.052427184,0.3549552,1,37,"tags=75%, list=10%, signal=82%"
[],GO:1902992,negative regulation of amyloid precursor protein catabolic process,BIOLOGICAL_PROCESS,4,0.6566667,1.6281326,0.030991735,0.3541725,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0106106,cold-induced thermogenesis,BIOLOGICAL_PROCESS,10,0.42303523,1.6262517,0.05284553,0.3564646,1,184,"tags=90%, list=49%, signal=170%"
[],GO:0030317,flagellated sperm motility,BIOLOGICAL_PROCESS,6,0.5361931,1.6242032,0.034412954,0.3592136,1,178,"tags=100%, list=47%, signal=186%"
[],GO:0048678,response to axon injury,BIOLOGICAL_PROCESS,14,0.3667319,1.624092,0.04347826,0.35792273,1,190,"tags=86%, list=50%, signal=166%"
[],GO:0007217,tachykinin receptor signaling pathway,BIOLOGICAL_PROCESS,6,0.5227882,1.6239215,0.047817048,0.356887,1,183,"tags=100%, list=48%, signal=190%"
[],GO:0046470,phosphatidylcholine metabolic process,BIOLOGICAL_PROCESS,5,0.59358287,1.621153,0.029239766,0.3615349,1,156,"tags=100%, list=41%, signal=168%"
[],GO:0097722,sperm motility,BIOLOGICAL_PROCESS,6,0.5361931,1.6193223,0.041353382,0.3638563,1,178,"tags=100%, list=47%, signal=186%"
[],GO:0051384,response to glucocorticoid,BIOLOGICAL_PROCESS,33,0.2505693,1.6175722,0.044,0.36596078,1,142,"tags=61%, list=37%, signal=88%"
[],GO:0042440,pigment metabolic process,BIOLOGICAL_PROCESS,19,0.30862573,1.6159879,0.04918033,0.36787096,1,227,"tags=89%, list=60%, signal=212%"
[],GO:0035773,insulin secretion involved in cellular response to glucose stimulus,BIOLOGICAL_PROCESS,4,0.6566667,1.6153222,0.04789272,0.3678392,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0022611,dormancy process,BIOLOGICAL_PROCESS,3,0.7074469,1.6150495,0.031380754,0.3669524,1,112,"tags=100%, list=30%, signal=141%"
[],GO:0042633,hair cycle,BIOLOGICAL_PROCESS,15,0.34816852,1.6141225,0.05168986,0.3673085,1,226,"tags=93%, list=60%, signal=222%"
[],GO:0033138,positive regulation of peptidyl-serine phosphorylation,BIOLOGICAL_PROCESS,2,0.9177719,1.613196,0.015151516,0.36786216,1,32,"tags=100%, list=8%, signal=109%"
[],GO:0045773,positive regulation of axon extension,BIOLOGICAL_PROCESS,4,0.6566667,1.6115828,0.051124744,0.36988062,1,37,"tags=75%, list=10%, signal=82%"
[],GO:0043496,regulation of protein homodimerization activity,BIOLOGICAL_PROCESS,10,0.4208672,1.6101927,0.040384617,0.37147915,1,109,"tags=70%, list=29%, signal=96%"
[],GO:0042632,cholesterol homeostasis,BIOLOGICAL_PROCESS,9,0.44594595,1.6090307,0.043052837,0.37234977,1,213,"tags=100%, list=56%, signal=223%"
[],GO:0002118,aggressive behavior,BIOLOGICAL_PROCESS,10,0.42574525,1.6085302,0.038229376,0.37198114,1,183,"tags=90%, list=48%, signal=169%"
[],GO:1905209,positive regulation of cardiocyte differentiation,BIOLOGICAL_PROCESS,4,0.63,1.6079468,0.04140787,0.37180758,1,47,"tags=75%, list=12%, signal=85%"
[],GO:0120161,regulation of cold-induced thermogenesis,BIOLOGICAL_PROCESS,10,0.42303523,1.6027648,0.052,0.38188207,1,184,"tags=90%, list=49%, signal=170%"
[],GO:0035023,regulation of Rho protein signal transduction,BIOLOGICAL_PROCESS,7,0.49347162,1.6022364,0.052,0.38152292,1,32,"tags=57%, list=8%, signal=61%"
[],GO:0030837,negative regulation of actin filament polymerization,BIOLOGICAL_PROCESS,2,0.85411143,1.6014557,0.036585364,0.38183174,1,56,"tags=100%, list=15%, signal=117%"
[],GO:0044146,negative regulation of growth of symbiont involved in interaction with host,BIOLOGICAL_PROCESS,2,0.85411143,1.6000792,0.04183267,0.38320765,1,56,"tags=100%, list=15%, signal=117%"
[],GO:0002703,regulation of leukocyte mediated immunity,BIOLOGICAL_PROCESS,13,0.37074405,1.5998812,0.030303031,0.38218236,1,184,"tags=85%, list=49%, signal=159%"
[],GO:0010717,regulation of epithelial to mesenchymal transition,BIOLOGICAL_PROCESS,2,0.8779841,1.5995388,0.028409092,0.38154757,1,47,"tags=100%, list=12%, signal=114%"
[],GO:0001906,cell killing,BIOLOGICAL_PROCESS,15,0.35146523,1.5928292,0.038617887,0.3945202,1,149,"tags=73%, list=39%, signal=116%"
[],GO:0061098,positive regulation of protein tyrosine kinase activity,BIOLOGICAL_PROCESS,4,0.63,1.5907596,0.035856575,0.397676,1,47,"tags=75%, list=12%, signal=85%"
[],GO:0042733,embryonic digit morphogenesis,BIOLOGICAL_PROCESS,5,0.57272726,1.5901606,0.047524754,0.3974769,1,88,"tags=80%, list=23%, signal=103%"
[],GO:0003208,cardiac ventricle morphogenesis,BIOLOGICAL_PROCESS,5,0.5775401,1.5898459,0.054545455,0.39657083,1,162,"tags=100%, list=43%, signal=172%"
[],GO:0034333,adherens junction assembly,BIOLOGICAL_PROCESS,4,0.63,1.5871586,0.04819277,0.40129155,1,47,"tags=75%, list=12%, signal=85%"
[],GO:0016101,diterpenoid metabolic process,BIOLOGICAL_PROCESS,20,0.30459613,1.5863129,0.05421687,0.40146446,1,136,"tags=65%, list=36%, signal=96%"
[],GO:0002090,regulation of receptor internalization,BIOLOGICAL_PROCESS,11,0.3984684,1.585188,0.043841336,0.4023232,1,128,"tags=73%, list=34%, signal=107%"
[],GO:0003231,cardiac ventricle development,BIOLOGICAL_PROCESS,10,0.42303523,1.5844281,0.048543688,0.4026442,1,184,"tags=90%, list=49%, signal=170%"
[],GO:0001569,branching involved in blood vessel morphogenesis,BIOLOGICAL_PROCESS,3,0.71010643,1.5841262,0.0524109,0.4018645,1,111,"tags=100%, list=29%, signal=140%"
[],GO:0032675,regulation of interleukin-6 production,BIOLOGICAL_PROCESS,19,0.3124269,1.5840007,0.036697246,0.4006625,1,86,"tags=53%, list=23%, signal=65%"
[],GO:0007045,cell-substrate adherens junction assembly,BIOLOGICAL_PROCESS,4,0.63,1.5820183,0.03966597,0.4036587,1,47,"tags=75%, list=12%, signal=85%"
[],GO:0015918,sterol transport,BIOLOGICAL_PROCESS,14,0.34481412,1.5804114,0.044176705,0.40583295,1,198,"tags=86%, list=52%, signal=173%"
[],GO:0014909,smooth muscle cell migration,BIOLOGICAL_PROCESS,6,0.52010727,1.5793389,0.04206501,0.4065473,1,184,"tags=100%, list=49%, signal=191%"
[],GO:0002768,immune response-regulating cell surface receptor signaling pathway,BIOLOGICAL_PROCESS,18,0.30670977,1.5744779,0.059183672,0.41566393,1,162,"tags=72%, list=43%, signal=120%"
[],GO:0060070,canonical Wnt signaling pathway,BIOLOGICAL_PROCESS,16,0.33402205,1.5729567,0.036437247,0.41766694,1,162,"tags=75%, list=43%, signal=125%"
[],GO:0007589,body fluid secretion,BIOLOGICAL_PROCESS,14,0.35870844,1.5724953,0.05785124,0.41727144,1,220,"tags=93%, list=58%, signal=213%"
[],GO:0007033,vacuole organization,BIOLOGICAL_PROCESS,7,0.48655918,1.571858,0.04032258,0.417154,1,197,"tags=100%, list=52%, signal=204%"
[],GO:0061097,regulation of protein tyrosine kinase activity,BIOLOGICAL_PROCESS,5,0.57005346,1.5714619,0.03968254,0.41654712,1,89,"tags=80%, list=23%, signal=103%"
[],GO:0110111,negative regulation of animal organ morphogenesis,BIOLOGICAL_PROCESS,7,0.47503844,1.5704364,0.04330709,0.41738734,1,93,"tags=71%, list=25%, signal=93%"
[],GO:0032272,negative regulation of protein polymerization,BIOLOGICAL_PROCESS,2,0.85411143,1.5696088,0.045714285,0.41769302,1,56,"tags=100%, list=15%, signal=117%"
[],GO:1900154,regulation of bone trabecula formation,BIOLOGICAL_PROCESS,2,0.83554375,1.5651472,0.04016064,0.4261889,1,63,"tags=100%, list=17%, signal=119%"
[],GO:0042462,eye photoreceptor cell development,BIOLOGICAL_PROCESS,10,0.40677506,1.5642631,0.051975053,0.42652062,1,190,"tags=90%, list=50%, signal=176%"
[],GO:0048041,focal adhesion assembly,BIOLOGICAL_PROCESS,4,0.63,1.5640925,0.04453441,0.42543882,1,47,"tags=75%, list=12%, signal=85%"
[],GO:0046680,response to DDT,BIOLOGICAL_PROCESS,7,0.4696621,1.5637354,0.05487805,0.42482826,1,95,"tags=71%, list=25%, signal=94%"
[],GO:0071391,cellular response to estrogen stimulus,BIOLOGICAL_PROCESS,2,0.8435013,1.5633929,0.05952381,0.42415273,1,60,"tags=100%, list=16%, signal=118%"
[],GO:0001942,hair follicle development,BIOLOGICAL_PROCESS,14,0.34227008,1.561009,0.04660194,0.42806318,1,226,"tags=93%, list=60%, signal=222%"
[],GO:0048167,regulation of synaptic plasticity,BIOLOGICAL_PROCESS,12,0.3782925,1.5597025,0.06097561,0.42942008,1,176,"tags=83%, list=46%, signal=151%"
[],GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,BIOLOGICAL_PROCESS,2,0.84615386,1.5586394,0.04483431,0.43038553,1,59,"tags=100%, list=16%, signal=118%"
[],GO:0006691,leukotriene metabolic process,BIOLOGICAL_PROCESS,2,0.8514589,1.5575038,0.04901961,0.43142134,1,57,"tags=100%, list=15%, signal=117%"
[],GO:1900155,negative regulation of bone trabecula formation,BIOLOGICAL_PROCESS,2,0.83554375,1.5573993,0.03522505,0.43020502,1,63,"tags=100%, list=17%, signal=119%"
[],GO:0002449,lymphocyte mediated immunity,BIOLOGICAL_PROCESS,10,0.41517615,1.5560817,0.06451613,0.43180996,1,149,"tags=80%, list=39%, signal=128%"
[],GO:0042461,photoreceptor cell development,BIOLOGICAL_PROCESS,10,0.40677506,1.5545043,0.057494868,0.4336687,1,190,"tags=90%, list=50%, signal=176%"
[],GO:0006929,substrate-dependent cell migration,BIOLOGICAL_PROCESS,6,0.5174263,1.553322,0.050485436,0.43485224,1,185,"tags=100%, list=49%, signal=192%"
[],GO:0032637,interleukin-8 production,BIOLOGICAL_PROCESS,9,0.415015,1.5518122,0.056962024,0.43666095,1,56,"tags=56%, list=15%, signal=64%"
[],GO:0034381,plasma lipoprotein particle clearance,BIOLOGICAL_PROCESS,6,0.5174263,1.5507281,0.048,0.43773568,1,185,"tags=100%, list=49%, signal=192%"
[],GO:0010470,regulation of gastrulation,BIOLOGICAL_PROCESS,4,0.62133336,1.5504427,0.06779661,0.43682685,1,145,"tags=100%, list=38%, signal=160%"
[],GO:0044130,negative regulation of growth of symbiont in host,BIOLOGICAL_PROCESS,2,0.85411143,1.5492493,0.04606526,0.4382058,1,56,"tags=100%, list=15%, signal=117%"
[],GO:2000380,regulation of mesoderm development,BIOLOGICAL_PROCESS,4,0.62133336,1.5491095,0.048780486,0.43708768,1,145,"tags=100%, list=38%, signal=160%"
[],GO:0042220,response to cocaine,BIOLOGICAL_PROCESS,9,0.41561562,1.5490328,0.05882353,0.4358377,1,140,"tags=78%, list=37%, signal=120%"
[],GO:0098773,skin epidermis development,BIOLOGICAL_PROCESS,14,0.34227008,1.5482174,0.06666667,0.43631363,1,226,"tags=93%, list=60%, signal=222%"
[],GO:0014910,regulation of smooth muscle cell migration,BIOLOGICAL_PROCESS,6,0.52010727,1.5469489,0.07214429,0.43767592,1,184,"tags=100%, list=49%, signal=191%"
[],GO:0002832,negative regulation of response to biotic stimulus,BIOLOGICAL_PROCESS,12,0.36580384,1.546888,0.0562249,0.43637866,1,149,"tags=75%, list=39%, signal=120%"
[],GO:0009405,pathogenesis,BIOLOGICAL_PROCESS,10,0.40487805,1.5462583,0.06708595,0.43622732,1,77,"tags=60%, list=20%, signal=73%"
[],GO:0001764,neuron migration,BIOLOGICAL_PROCESS,11,0.39970356,1.5449672,0.07385229,0.43759775,1,162,"tags=82%, list=43%, signal=139%"
[],GO:0008347,glial cell migration,BIOLOGICAL_PROCESS,9,0.42402402,1.5444804,0.056338027,0.4372693,1,179,"tags=89%, list=47%, signal=164%"
[],GO:0043409,negative regulation of MAPK cascade,BIOLOGICAL_PROCESS,8,0.45249325,1.5423294,0.056420233,0.44092456,1,68,"tags=63%, list=18%, signal=75%"
[],GO:0043279,response to alkaloid,BIOLOGICAL_PROCESS,24,0.2723005,1.5403334,0.03937008,0.4441917,1,155,"tags=67%, list=41%, signal=106%"
[],GO:0031623,receptor internalization,BIOLOGICAL_PROCESS,15,0.3397436,1.5401305,0.06958251,0.443226,1,128,"tags=67%, list=34%, signal=97%"
[],GO:0051712,positive regulation of killing of cells of other organism,BIOLOGICAL_PROCESS,2,0.8222812,1.5389574,0.06693712,0.44471973,1,68,"tags=100%, list=18%, signal=121%"
